ID,Price,Bedroom amount,Bathroom amount,Area,Floor amount,Air conditioner,BBQ,Receptionists,GYM,Garden,Library,Park,Playground,Guard,Pool,Tennis court,Wifi,Location,Type,Near transport,Furnished
f7fea52d-bb12-40b2-aed1-4563cb355b51,4300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,an-giang,land,0,fully
91e15402-0ae9-4759-8172-a0637267e7a1,1500000000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,an-giang,land,0,partly
e8697e53-24ab-4d79-919c-6cbf30ea2ba4,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,fully
b45a64f4-9160-4ace-a485-83de7eb48ad1,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,fully
5080997,95000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,fully
71e7de6f-a05c-4451-989d-5bad7b2aa955,1000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
9a09de22-1c88-4cc4-aa72-fd03df2438bc,1200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
6f97083b-8740-42f8-97ee-05a41163d7cb,980000000,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,ba-ria-vung-tau,land,0,unfurnished
ea133758-9981-4114-975e-dde7e1d020c1,902000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
86a32843-4082-4977-805e-b1a5d3d21e65,910000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
98e33307-69ab-4f0f-9de7-e5f8d9c85dbe,1200000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
84223139-e4c3-4aa0-9e65-bba1f92794a9,77770000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
517eddc7-c2cd-496f-ba23-459124a5de64,868000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
d10f2efe-b5d4-413a-8936-9c49a777e20d,900000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
4da7a378-245d-4daa-baf6-b5d59b4a2034,770000000,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,ba-ria-vung-tau,land,0,unfurnished
29bb1f32-f586-4dd3-a8e1-999131f9b5f3,898000000,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,ba-ria-vung-tau,land,0,unfurnished
e95e21f7-df3c-4e23-a92f-aca4d8e384ec,770000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
ba76416d-c9fe-41e7-9882-a630bc285273,910000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
d947e03f-9411-4f4f-a6fc-2af46748d850,901000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
8208776e-6e1e-4f03-a202-57fb41fb265c,770000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
193aca5e-491a-4701-a540-bce1825b505d,868000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
03b70637-1939-42b7-99c0-542cf24a34d8,868000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
f4e1082d-bb08-42a4-9857-33c6be211d41,868000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
b1afc013-ab01-4c96-af79-9649ed09c4fd,901000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
195a3cd8-2eb3-4f0e-8377-9be48dfc38a1,1200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
e0d8a357-adf9-436b-9fff-c794e5f0fa40,868000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ba-ria-vung-tau,land,0,unfurnished
712141fd-32c1-4101-ae2b-85bde8ee18cf,435000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
4df46e66-d407-4d74-88b6-43899f6fc668,580000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
8eca5b85-f9bc-428e-a18c-a79a8e563d63,520000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
c17d0810-4cc6-4957-87bf-f4c4b22e44bb,11000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
91b2e2d6-9d2f-470f-a457-5eaffa98a328,11000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
f09031ca-16d5-4eb9-a9b7-dc471bc7801c,470000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
fe77e057-e492-4df3-92e2-628f63f006a5,380000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
4295e805-0e11-4703-ab1b-697ae7066969,620000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
1ac2840c-2711-4a95-94e4-b437253a34e3,490000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
7343fd04-6ea7-4fb5-bd2e-fdb32a93a0b4,560000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
55371c52-c686-4b58-bffe-539c0a2e663c,520000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
28dc9dda-7bea-4cb6-99b4-e02c107e3f78,470000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
fa6d218b-331a-47ec-8b2a-e22774cb7ec0,450000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
cbfc9ddd-6c5c-4292-a646-94e46556daab,510000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
16f7ff3a-d7e0-42da-a115-3575044abf93,550000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
4d630ae4-cd07-4ee5-8f1c-304211fe8931,750000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
0ddeff71-9a39-48cb-9b37-e5086a626706,550000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
6d5b82e0-5186-4538-9375-fbf1be1b4e7c,450000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
026049c0-23a4-46cd-aa3c-59dd40f31d2b,620000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,binh-duong,land,0,fully
